1232,1
1233,0
1234,1
1235,1
1236,1
1237,1
1238,1
1239,1
1240,1
1241,0
1242,1
1243,0
1244,1
1245,1
1246,1
1247,0
1248,1
1249,1
1250,0
1251,1
1252,1
1253,1
1254,1
1255,1
1256,0
1257,1
1258,1
1259,0
1260,1
1261,1
1262,0
1263,0
1264,1
1265,1
1266,1
1267,0
1268,1
1269,1
1270,0
1271,1
1272,1
1273,1
1274,1
1275,0
1276,0
1277,1
1278,1
1279,1
1280,1
1281,1
1282,0
1283,0
1284,1
1285,1
1286,1
1287,0
1288,1
1289,1
1290,1
1291,1
1292,1
1293,1
1294,1
1295,1
1296,0
1297,1
1298,0
1299,1
1300,0
1301,1
1302,0
1303,0
1304,1
1305,1
1306,1
1307,1
1308,1
1309,1
1310,1
1311,0
1312,0
1313,0
1314,1
1315,1
1316,1
1317,1
1318,1
1319,1
1320,1
1321,1
1322,1
1323,0
1324,1
1325,0
1326,1
1327,1
1328,1
1329,1
1330,0
1331,1
1332,1
1333,1
1334,1
1335,1
1336,1
1337,1
1338,0
1339,1
1340,1
1341,0
1342,1
1343,1
1344,1
1345,1
1346,0
1347,0
1348,1
1349,1
1350,1
1351,1
1352,1
1353,1
1354,1
1355,1
1356,1
1357,1
1358,0
1359,1
1360,1
1361,1
1362,1
1363,1
1364,1
1365,1
1366,0
1367,1
1368,0
1369,0
1370,0
1371,1
1372,1
1373,0
1374,0
1375,0
1376,1
1377,0
1378,1
1379,1
1380,0
1381,1
1382,1
1383,1
1384,1
1385,1
1386,1
1387,1
1388,0
1389,1
1390,0
1391,1
1392,1
1393,0
1394,1
1395,1
1396,1
1397,1
1398,0
1399,0
1400,0
1401,0
1402,1
1403,0
1404,0
1405,1
1406,1
1407,0
1408,1
