0,1
1,0
2,1
3,1
4,1
5,1
6,1
7,0
8,1
9,1
10,1
11,1
12,1
13,1
14,0
15,1
16,1
17,0
18,0
19,1
20,1
21,1
22,1
23,1
24,0
25,0
26,1
27,1
28,1
29,0
30,1
31,1
32,1
33,1
34,0
35,0
36,1
37,1
38,1
39,0
40,1
41,1
42,1
43,0
44,1
45,0
46,0
47,1
48,0
49,0
50,1
51,1
52,1
53,0
54,1
55,0
56,0
57,0
58,1
59,1
60,0
61,1
62,1
63,0
64,1
65,0
66,1
67,0
68,1
69,1
70,1
71,0
72,1
73,1
74,1
75,0
76,0
77,0
78,1
79,1
80,1
81,1
82,1
83,1
84,1
85,1
86,0
87,0
88,1
89,1
90,0
91,1
92,1
93,1
94,1
95,0
96,1
97,0
98,1
99,1
100,1
101,1
102,0
103,1
104,0
105,1
106,0
107,1
108,1
109,0
110,0
111,1
112,1
113,1
114,1
115,1
116,1
117,1
118,1
119,1
120,1
121,1
122,0
123,0
124,1
125,1
126,1
127,1
128,1
129,1
130,1
131,0
132,0
133,1
134,1
135,1
136,0
137,1
138,0
139,0
140,1
141,1
142,1
143,1
144,1
145,1
146,1
147,0
148,1
149,1
150,1
151,1
152,1
153,1
154,1
155,1
156,1
157,1
158,0
159,1
160,1
161,0
162,1
163,1
164,1
165,0
166,1
167,0
168,1
169,1
170,1
171,0
172,0
173,0
174,1
175,0
176,1
177,1
178,0
179,0
180,1
181,0
182,1
183,1
184,1
185,1
186,1
187,1
188,1
189,1
190,1
191,0
192,1
193,0
194,1
195,1
196,1
197,1
198,1
199,1
200,1
201,1
202,1
203,1
204,1
205,1
206,1
207,1
208,0
209,0
210,1
211,0
212,1
213,1
214,1
215,1
216,0
217,0
218,1
219,1
220,1
221,1
222,1
223,1
224,0
225,0
226,0
227,1
228,1
229,1
230,1
231,0
232,1
233,0
234,0
235,1
236,1
237,1
238,1
239,1
240,1
241,0
242,1
243,1
244,1
245,1
246,1
247,1
248,1
249,1
250,0
251,0
252,1
253,1
254,1
255,1
256,1
257,1
258,1
259,1
260,1
261,1
262,1
263,1
264,1
265,0
266,0
267,1
268,1
269,1
270,0
271,1
272,1
273,1
274,1
275,1
276,1
277,1
278,1
279,1
280,1
281,1
282,1
283,1
284,1
285,1
286,1
287,1
288,1
289,1
290,1
291,1
292,1
293,1
294,1
295,1
296,1
297,0
298,1
299,1
300,1
301,1
302,0
303,0
304,1
305,1
306,1
307,1
308,1
309,1
310,1
311,1
312,1
313,0
314,1
315,1
316,1
317,1
318,1
319,0
320,1
321,1
322,1
323,1
324,1
325,1
326,0
327,1
328,1
329,1
330,1
331,1
332,1
333,1
334,0
335,1
336,1
337,0
338,0
339,1
340,1
341,1
342,1
343,1
344,1
345,1
346,1
347,0
348,1
349,0
350,1
351,1
352,1
353,1
354,0
355,0
356,1
357,1
358,1
359,0
360,1
361,1
362,0
363,1
364,0
365,1
366,0
367,1
368,1
369,0
370,1
371,0
372,1
373,0
374,1
375,1
376,0
377,1
378,1
379,1
380,1
381,0
382,1
383,0
384,1
385,1
386,1
387,1
388,1
389,0
390,1
391,1
392,1
393,0
394,0
395,1
396,1
397,0
398,1
399,0
400,1
401,1
402,0
403,1
404,1
405,0
406,1
407,1
408,1
409,1
410,0
411,1
412,1
413,1
414,1
415,1
416,1
417,0
418,1
419,1
420,1
421,0
422,0
423,1
424,1
425,0
426,1
427,1
428,0
429,1
430,1
431,1
432,1
433,1
434,1
435,1
436,1
437,1
438,1
439,1
440,1
441,1
442,0
443,1
444,1
445,1
446,1
447,1
448,1
449,1
450,1
451,1
452,1
453,0
454,0
455,0
456,1
457,0
458,1
459,1
460,1
461,1
462,1
463,1
464,1
465,1
466,1
467,1
468,1
469,1
470,0
471,1
472,1
473,1
474,1
475,1
476,0
477,0
478,0
479,1
480,1
481,1
482,1
483,1
484,0
485,1
486,1
487,1
488,1
489,1
490,1
491,1
492,0
493,1
494,1
495,1
496,1
497,1
498,0
499,1
500,1
501,1
502,1
503,1
504,1
505,1
506,0
507,1
508,1
509,1
510,1
511,1
512,0
513,0
514,0
515,1
516,1
517,0
518,1
519,1
520,1
521,0
522,1
523,0
524,1
525,1
526,0
527,1
528,1
529,0
530,0
531,0
532,1
533,1
534,0
535,1
536,0
537,0
538,1
539,1
540,1
541,1
542,0
543,0
544,0
545,1
546,1
547,1
548,1
549,0
550,1
551,1
552,1
553,0
554,1
555,0
556,1
557,1
558,1
559,1
560,1
561,1
562,1
563,1
564,0
565,1
566,0
567,0
568,1
569,0
570,1
571,1
572,1
573,0
574,1
575,1
576,1
577,1
578,1
579,1
580,1
581,1
582,1
583,1
584,0
585,1
586,1
587,1
588,1
589,1
590,0
591,0
592,1
593,1
594,1
595,1
596,1
597,1
598,1
599,1
600,0
601,1
602,1
603,1
604,1
605,0
606,0
607,1
608,1
609,1
610,0
611,1
612,0
613,1
614,1
615,1
616,0
617,0
618,0
619,1
620,1
621,1
622,0
623,1
624,0
625,0
626,1
627,1
628,1
629,0
630,1
631,1
632,1
633,0
634,1
635,1
636,1
637,0
638,1
639,1
640,1
641,1
642,0
643,1
644,1
645,0
646,1
647,1
648,1
649,0
650,1
651,1
652,1
653,1
654,1
655,0
656,1
657,1
658,1
659,1
660,1
661,1
662,0
663,0
664,0
665,0
666,1
667,0
668,1
669,1
670,1
671,0
672,0
673,1
674,0
675,1
676,1
677,0
678,1
679,0
680,1
681,1
682,0
683,1
684,0
685,1
686,0
687,1
688,1
689,1
690,1
691,1
692,1
693,1
694,1
695,1
696,1
697,1
698,1
699,0
700,1
701,1
702,1
703,0
704,1
705,0
706,1
707,0
708,1
709,1
710,1
711,0
712,1
713,1
714,0
715,1
716,0
717,1
718,1
719,1
720,1
721,0
722,1
723,1
724,1
725,1
726,0
727,1
728,0
729,1
730,1
731,1
732,1
733,1
734,1
735,0
736,1
737,0
738,0
739,1
740,1
741,1
742,0
743,1
744,1
745,0
746,0
747,0
748,0
749,1
750,0
751,1
752,1
753,1
754,1
755,1
756,1
757,1
758,1
759,0
760,1
761,1
762,1
763,1
764,1
765,1
766,1
767,1
768,0
769,1
770,1
771,1
772,1
773,0
774,1
775,1
776,1
777,1
778,1
779,1
780,1
781,1
782,1
783,0
784,0
785,1
786,0
787,1
788,1
789,1
790,1
791,0
792,1
793,1
794,0
795,0
796,1
797,1
798,1
799,0
800,1
801,1
802,1
803,1
804,1
805,1
806,1
807,1
808,0
809,1
810,0
811,1
812,1
813,0
814,1
815,1
816,1
817,1
818,0
819,1
820,1
821,0
822,1
823,1
824,1
825,0
826,0
827,0
828,0
829,1
830,1
831,0
832,1
833,1
834,1
835,0
836,1
837,1
838,0
839,1
840,0
841,1
842,1
843,1
844,1
845,0
846,1
847,1
848,1
849,1
850,0
851,1
852,1
853,0
854,0
855,0
856,1
857,1
858,1
859,1
860,0
861,1
862,1
863,1
864,1
865,1
866,1
867,1
868,1
869,1
870,0
871,1
872,1
873,1
874,0
875,1
876,1
877,1
878,0
879,1
880,1
881,0
882,1
883,1
884,1
885,0
886,1
887,0
888,1
889,1
890,0
891,1
892,0
893,1
894,1
895,0
896,1
897,1
898,1
899,1
900,1
901,1
902,1
903,1
904,0
905,1
906,1
907,0
908,1
909,1
910,1
911,1
912,1
913,1
914,1
915,1
916,1
917,0
918,1
919,1
920,0
921,1
922,1
923,1
924,1
925,1
926,1
927,1
928,0
929,1
930,1
931,0
932,1
933,1
934,1
935,1
936,1
937,1
938,1
939,1
940,1
941,1
942,0
943,1
944,1
945,1
946,1
947,1
948,0
949,1
950,1
951,1
952,1
953,0
954,0
955,1
956,0
957,1
958,0
959,0
960,1
961,1
962,0
963,1
964,1
965,0
966,1
967,0
968,1
969,1
970,1
971,1
972,1
973,1
974,1
975,1
976,1
977,1
978,1
979,0
980,1
981,1
982,1
983,1
984,0
985,1
986,0
987,1
988,0
989,0
990,1
991,0
992,0
993,1
994,0
995,0
996,1
997,1
998,0
999,1
1000,1
1001,1
1002,1
1003,1
1004,1
1005,1
1006,1
1007,0
1008,0
1009,1
1010,1
1011,0
1012,1
1013,0
1014,1
1015,1
1016,1
1017,0
1018,1
1019,1
1020,0
1021,1
1022,1
1023,1
1024,1
1025,1
1026,1
1027,1
1028,0
1029,1
1030,1
1031,1
1032,0
1033,1
1034,1
1035,1
1036,1
1037,0
1038,0
1039,1
1040,1
1041,1
1042,1
1043,1
1044,1
1045,1
1046,1
1047,1
1048,1
1049,1
1050,0
1051,1
1052,0
1053,1
1054,0
1055,1
1056,1
1057,0
1058,1
1059,0
1060,1
1061,1
1062,0
1063,1
1064,1
1065,1
1066,1
1067,1
1068,0
1069,0
1070,1
1071,1
1072,1
1073,1
1074,1
1075,1
1076,1
1077,1
1078,1
1079,1
1080,0
1081,1
1082,1
1083,1
1084,1
1085,1
1086,0
1087,1
1088,1
1089,1
1090,1
1091,1
1092,1
1093,1
1094,1
1095,1
1096,1
1097,1
1098,0
1099,1
1100,1
1101,1
1102,0
1103,1
1104,0
1105,1
1106,0
1107,1
1108,1
1109,1
1110,0
1111,1
1112,1
1113,1
1114,0
1115,1
1116,1
1117,1
1118,1
1119,1
1120,1
1121,1
1122,1
1123,0
1124,0
1125,1
1126,0
1127,1
1128,1
1129,0
1130,0
1131,0
1132,1
1133,1
1134,1
1135,0
1136,1
1137,1
1138,1
1139,1
1140,0
1141,0
1142,1
1143,1
1144,1
1145,1
1146,1
1147,0
1148,1
1149,0
1150,1
1151,0
1152,0
1153,1
1154,1
1155,0
1156,0
1157,1
1158,1
1159,1
1160,0
1161,1
1162,1
1163,1
1164,1
1165,1
1166,1
1167,1
1168,1
1169,0
1170,1
1171,1
1172,1
1173,1
1174,1
1175,1
1176,1
1177,1
1178,1
1179,1
1180,1
1181,1
1182,1
1183,1
1184,1
1185,0
1186,0
1187,1
1188,1
1189,1
1190,1
1191,0
1192,1
1193,1
1194,1
1195,0
1196,0
1197,0
1198,0
1199,1
1200,1
1201,1
1202,1
1203,1
1204,1
1205,0
1206,1
1207,1
1208,0
1209,1
1210,1
1211,1
1212,1
1213,1
1214,1
1215,1
1216,0
1217,1
1218,1
1219,1
1220,1
1221,1
1222,0
1223,1
1224,1
1225,1
1226,0
1227,1
1228,1
1229,1
1230,1
1231,0
